Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action
1004,MustThereBeWar320-emotional_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/MustThereBeWar320-emotional_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1534,1.50KB,2,3068,3.00KB,1534,1.50KB,NO,DELETE (if identical)
1005,Folk_Song_of_a_Dark_Traveler236_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Folk_Song_of_a_Dark_Traveler236_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1534,1.50KB,2,3068,3.00KB,0,0B,YES,KEEP
1005,Folk_Song_of_a_Dark_Traveler236_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Folk_Song_of_a_Dark_Traveler236_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1534,1.50KB,2,3068,3.00KB,1534,1.50KB,NO,DELETE (if identical)
1006,HeartBreak_Alley_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/HeartBreak_Alley_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1530,1.49KB,2,3060,2.99KB,0,0B,YES,KEEP
1006,HeartBreak_Alley_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/HeartBreak_Alley_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1530,1.49KB,2,3060,2.99KB,1530,1.49KB,NO,DELETE (if identical)
1007,Download_ChatGPT_iOS_App.md,/Users/steven/AVATARARTS/ai-ml-notes/Download_ChatGPT_iOS_App.md,/Users/steven/AVATARARTS/ai-ml-notes,1527,1.49KB,2,3054,2.98KB,0,0B,YES,KEEP
1007,3-55-29-Download_ChatGPT_iOS_App.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-8/3-55-29-Download_ChatGPT_iOS_App.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-8,1527,1.49KB,2,3054,2.98KB,1527,1.49KB,NO,DELETE (if identical)
1008,Love_in_Imperfection_-indie-Folk-Dark-323_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Love_in_Imperfection_-indie-Folk-Dark-323_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1523,1.49KB,2,3046,2.97KB,0,0B,YES,KEEP
1008,Love_in_Imperfection_-indie-Folk-Dark-323_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Love_in_Imperfection_-indie-Folk-Dark-323_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1523,1.49KB,2,3046,2.97KB,1523,1.49KB,NO,DELETE (if identical)
1009,No_More_Love_Songs_-_Encore_Remastered_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/No_More_Love_Songs_-_Encore_Remastered_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1523,1.49KB,2,3046,2.97KB,0,0B,YES,KEEP
1009,No_More_Love_Songs_-_Encore_Remastered_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/No_More_Love_Songs_-_Encore_Remastered_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1523,1.49KB,2,3046,2.97KB,1523,1.49KB,NO,DELETE (if identical)
1010,.gitattributes,/Users/steven/Downloads/Compressed/Dir2md-main/.gitattributes,/Users/steven/Downloads/Compressed/Dir2md-main,1519,1.48KB,2,3038,2.97KB,0,0B,YES,KEEP
1010,.gitattributes,/Users/steven/GitHub/Dir2md-main/.gitattributes,/Users/steven/GitHub/Dir2md-main,1519,1.48KB,2,3038,2.97KB,1519,1.48KB,NO,DELETE (if identical)
1011,Moonlight Night_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Moonlight Night_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1518,1.48KB,2,3036,2.96KB,0,0B,YES,KEEP
1011,Moonlight Night_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Moonlight Night_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1518,1.48KB,2,3036,2.96KB,1518,1.48KB,NO,DELETE (if identical)
1012,LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1507,1.47KB,2,3014,2.94KB,0,0B,YES,KEEP
1012,LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/LoVe_is_RuBBisH_and_RuBBiSh_is_LoVe2_47_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1507,1.47KB,2,3014,2.94KB,1507,1.47KB,NO,DELETE (if identical)
1013,Descriptives-woodcarver-songs-420_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Descriptives-woodcarver-songs-420_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1506,1.47KB,2,3012,2.94KB,0,0B,YES,KEEP
1013,Descriptives-woodcarver-songs-420_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Descriptives-woodcarver-songs-420_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1506,1.47KB,2,3012,2.94KB,1506,1.47KB,NO,DELETE (if identical)
1014,Love_is_rubbishAnd_rubbish_is_love-259-pluck_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Love_is_rubbishAnd_rubbish_is_love-259-pluck_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1499,1.46KB,2,2998,2.93KB,0,0B,YES,KEEP
1014,Love_is_rubbishAnd_rubbish_is_love-259-pluck_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Love_is_rubbishAnd_rubbish_is_love-259-pluck_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1499,1.46KB,2,2998,2.93KB,1499,1.46KB,NO,DELETE (if identical)
1015,API_Key_Exposure_Alert.md,/Users/steven/AVATARARTS/ai-ml-notes/API_Key_Exposure_Alert.md,/Users/steven/AVATARARTS/ai-ml-notes,1488,1.45KB,2,2976,2.91KB,0,0B,YES,KEEP
1015,13-41-13-API_Key_Exposure_Alert.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-5/13-41-13-API_Key_Exposure_Alert.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-5,1488,1.45KB,2,2976,2.91KB,1488,1.45KB,NO,DELETE (if identical)
1016,TheHourglassShatters_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/TheHourglassShatters_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1485,1.45KB,2,2970,2.90KB,0,0B,YES,KEEP
1016,TheHourglassShatters_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/TheHourglassShatters_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1485,1.45KB,2,2970,2.90KB,1485,1.45KB,NO,DELETE (if identical)
1017,csv-download.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing/csv-download.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing,990,990.00B,3,2970,2.90KB,0,0B,YES,KEEP
1017,csv-download_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing/csv-download_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Media_Processing,990,990.00B,3,2970,2.90KB,1980,1.93KB,NO,DELETE (if identical)
1017,csv-download.py,/Users/steven/pythons/audio_video_conversion/csv-download.py,/Users/steven/pythons/audio_video_conversion,990,990.00B,3,2970,2.90KB,1980,1.93KB,NO,DELETE (if identical)
1018,README.md,/Users/steven/Downloads/Compressed/Dir2md-main/demo/README.md,/Users/steven/Downloads/Compressed/Dir2md-main/demo,1479,1.44KB,2,2958,2.89KB,0,0B,YES,KEEP
1018,README.md,/Users/steven/GitHub/Dir2md-main/demo/README.md,/Users/steven/GitHub/Dir2md-main/demo,1479,1.44KB,2,2958,2.89KB,1479,1.44KB,NO,DELETE (if identical)
1019,files_io.py,/Users/steven/pythons/AI_CONTENT/ai_tools/files_io.py,/Users/steven/pythons/AI_CONTENT/ai_tools,979,979.00B,3,2937,2.87KB,0,0B,YES,KEEP
1019,files_io.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Data_Processing/files_io.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Data_Processing,979,979.00B,3,2937,2.87KB,1958,1.91KB,NO,DELETE (if identical)
1019,files_io_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Data_Processing/files_io_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Data_Processing,979,979.00B,3,2937,2.87KB,1958,1.91KB,NO,DELETE (if identical)
1020,duplicates-to-csv.sh,/Users/steven/GitHub/06_development_tools/development_utilities/duplicates-to-csv.sh,/Users/steven/GitHub/06_development_tools/development_utilities,972,972.00B,3,2916,2.85KB,0,0B,YES,KEEP
1020,duplicates-to-csv.sh,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities/duplicates-to-csv.sh,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities,972,972.00B,3,2916,2.85KB,1944,1.90KB,NO,DELETE (if identical)
1020,duplicates-to-csv.sh,/Users/steven/scripts/sh/duplicates-to-csv.sh,/Users/steven/scripts/sh,972,972.00B,3,2916,2.85KB,1944,1.90KB,NO,DELETE (if identical)
1021,in_the_Alley_where_Hope_Flies.mp3223_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/in_the_Alley_where_Hope_Flies.mp3223_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1457,1.42KB,2,2914,2.85KB,0,0B,YES,KEEP
1021,in_the_Alley_where_Hope_Flies_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/in_the_Alley_where_Hope_Flies_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1457,1.42KB,2,2914,2.85KB,1457,1.42KB,NO,DELETE (if identical)
1022,ENVIRONMENT_READY.md,/Users/steven/pythons/simplegallery/2.0/ENVIRONMENT_READY.md,/Users/steven/pythons/simplegallery/2.0,1445,1.41KB,2,2890,2.82KB,0,0B,YES,KEEP
1022,ENVIRONMENT_READY.md,/Users/steven/pythons/simplegallery/2.1/2.0/ENVIRONMENT_READY.md,/Users/steven/pythons/simplegallery/2.1/2.0,1445,1.41KB,2,2890,2.82KB,1445,1.41KB,NO,DELETE (if identical)
1023,Stacie321_alt1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Stacie321_alt1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1445,1.41KB,2,2890,2.82KB,0,0B,YES,KEEP
1023,Stacie321_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Stacie321_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1445,1.41KB,2,2890,2.82KB,1445,1.41KB,NO,DELETE (if identical)
1024,Book_Of_Memory413_Alt_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Book_Of_Memory413_Alt_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1442,1.41KB,2,2884,2.82KB,0,0B,YES,KEEP
1024,Book_Of_Memory413_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Book_Of_Memory413_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1442,1.41KB,2,2884,2.82KB,1442,1.41KB,NO,DELETE (if identical)
1025,Willow_whispers-feelers-chill_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3/Willow_whispers-feelers-chill_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3,1435,1.40KB,2,2870,2.80KB,0,0B,YES,KEEP
1025,Willow_whispers-feelers-chill_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Willow_whispers-feelers-chill_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,1435,1.40KB,2,2870,2.80KB,1435,1.40KB,NO,DELETE (if identical)
1026,300dpi_20251203221059.sh,/Users/steven/scripts/.history/image-processing/300dpi_20251203221059.sh,/Users/steven/scripts/.history/image-processing,1434,1.40KB,2,2868,2.80KB,0,0B,YES,KEEP
1026,300dpi.sh,/Users/steven/scripts/sh/300dpi.sh,/Users/steven/scripts/sh,1434,1.40KB,2,2868,2.80KB,1434,1.40KB,NO,DELETE (if identical)
1027,In The Hollow233_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/In The Hollow233_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,955,955.00B,3,2865,2.80KB,0,0B,YES,KEEP
1027,In The Hollow233_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/In The Hollow233_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,955,955.00B,3,2865,2.80KB,1910,1.87KB,NO,DELETE (if identical)
1027,Song-of-the-hollow239_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Song-of-the-hollow239_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,955,955.00B,3,2865,2.80KB,1910,1.87KB,NO,DELETE (if identical)
1028,base_uploader.py,/Users/steven/pythons/simplegallery/2.0/upload/base_uploader.py,/Users/steven/pythons/simplegallery/2.0/upload,713,713.00B,4,2852,2.79KB,0,0B,YES,KEEP
1028,base_uploader.py,/Users/steven/pythons/simplegallery/upload/base_uploader.py,/Users/steven/pythons/simplegallery/upload,713,713.00B,4,2852,2.79KB,2139,2.09KB,NO,DELETE (if identical)
1028,base_uploader.py,/Users/steven/pythons/simplrgallery-code/simplegallery1/upload/base_uploader.py,/Users/steven/pythons/simplrgallery-code/simplegallery1/upload,713,713.00B,4,2852,2.79KB,2139,2.09KB,NO,DELETE (if identical)
1028,base_uploader.py,/Users/steven/pythons/simplrgallery-code/simplegallery2/upload/base_uploader.py,/Users/steven/pythons/simplrgallery-code/simplegallery2/upload,713,713.00B,4,2852,2.79KB,2139,2.09KB,NO,DELETE (if identical)
1029,Whisper of the Willow_transcription.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Whisper of the Willow_transcription.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1419,1.39KB,2,2838,2.77KB,0,0B,YES,KEEP
1029,Whisper_of_the_Willow_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Whisper_of_the_Willow_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1419,1.39KB,2,2838,2.77KB,1419,1.39KB,NO,DELETE (if identical)
1030,cleanup_conda_envs.sh,/Users/steven/GitHub/06_development_tools/development_utilities/cleanup_conda_envs.sh,/Users/steven/GitHub/06_development_tools/development_utilities,946,946.00B,3,2838,2.77KB,0,0B,YES,KEEP
1030,cleanup_conda_envs.sh,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities/cleanup_conda_envs.sh,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities,946,946.00B,3,2838,2.77KB,1892,1.85KB,NO,DELETE (if identical)
1030,cleanup_conda_envs.sh,/Users/steven/scripts/sh/cleanup_conda_envs.sh,/Users/steven/scripts/sh,946,946.00B,3,2838,2.77KB,1892,1.85KB,NO,DELETE (if identical)
1031,No_More_Love_Songs_-_Encore_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/No_More_Love_Songs_-_Encore_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1417,1.38KB,2,2834,2.77KB,0,0B,YES,KEEP
1031,No_More_Love_Songs_-_Encore_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/No_More_Love_Songs_-_Encore_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1417,1.38KB,2,2834,2.77KB,1417,1.38KB,NO,DELETE (if identical)
1032,12-29-26-Echoes_of_Lost_Love.md,/Users/steven/Documents/markD/programming/12-29-26-Echoes_of_Lost_Love.md,/Users/steven/Documents/markD/programming,1406,1.37KB,2,2812,2.75KB,0,0B,YES,KEEP
1032,12-29-26-Echoes_of_Lost_Love.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-7/12-29-26-Echoes_of_Lost_Love.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-7,1406,1.37KB,2,2812,2.75KB,1406,1.37KB,NO,DELETE (if identical)
1033,mp4-txt.sh,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities/mp4-txt.sh,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities,1401,1.37KB,2,2802,2.74KB,0,0B,YES,KEEP
1033,mp4-txt_1.sh,/Users/steven/scripts/sh/mp4-txt_1.sh,/Users/steven/scripts/sh,1401,1.37KB,2,2802,2.74KB,1401,1.37KB,NO,DELETE (if identical)
1034,1requirements.txt,/Users/steven/AVATARARTS/configs/1requirements.txt,/Users/steven/AVATARARTS/configs,1390,1.36KB,2,2780,2.71KB,0,0B,YES,KEEP
1034,1requirements.txt,/Users/steven/pythons/txt/1requirements.txt,/Users/steven/pythons/txt,1390,1.36KB,2,2780,2.71KB,1390,1.36KB,NO,DELETE (if identical)
1035,gradle.properties,/Users/steven/Pictures/ideo-xmas-T/Bangkit2023-SunSavvy-master 2/gradle.properties,/Users/steven/Pictures/ideo-xmas-T/Bangkit2023-SunSavvy-master 2,1386,1.35KB,2,2772,2.71KB,0,0B,YES,KEEP
1035,gradle.properties,/Users/steven/Pictures/ideo-xmas-T/Bangkit2023-SunSavvy-master/gradle.properties,/Users/steven/Pictures/ideo-xmas-T/Bangkit2023-SunSavvy-master,1386,1.35KB,2,2772,2.71KB,1386,1.35KB,NO,DELETE (if identical)
1036,City_of_Heroes_Journey108_transcript.txt,/Users/steven/Music/City_of_Heroes_Journey108/City_of_Heroes_Journey108_transcript.txt,/Users/steven/Music/City_of_Heroes_Journey108,1384,1.35KB,2,2768,2.70KB,0,0B,YES,KEEP
1036,Trickycoh_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Trickycoh_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1384,1.35KB,2,2768,2.70KB,1384,1.35KB,NO,DELETE (if identical)
1037,WillowWhispers-indie_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/WillowWhispers-indie_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1376,1.34KB,2,2752,2.69KB,0,0B,YES,KEEP
1037,WillowWhispers-indie_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/WillowWhispers-indie_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1376,1.34KB,2,2752,2.69KB,1376,1.34KB,NO,DELETE (if identical)
1038,Willow_whispers-v4-og_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3/Willow_whispers-v4-og_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3,1373,1.34KB,2,2746,2.68KB,0,0B,YES,KEEP
1038,Willow_whispers-v4-og_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Willow_whispers-v4-og_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,1373,1.34KB,2,2746,2.68KB,1373,1.34KB,NO,DELETE (if identical)
1039,tclass.py,/Users/steven/pythons/AI_CONTENT/ai_tools/tclass.py,/Users/steven/pythons/AI_CONTENT/ai_tools,910,910.00B,3,2730,2.67KB,0,0B,YES,KEEP
1039,tclass.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/General_Python/tclass.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/General_Python,910,910.00B,3,2730,2.67KB,1820,1.78KB,NO,DELETE (if identical)
1039,tclass_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/General_Python/tclass_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/General_Python,910,910.00B,3,2730,2.67KB,1820,1.78KB,NO,DELETE (if identical)
1040,Fall_RooTs_ReMain301_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Fall_RooTs_ReMain301_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1364,1.33KB,2,2728,2.66KB,0,0B,YES,KEEP
1040,Fall_RooTs_ReMain301_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Fall_RooTs_ReMain301_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1364,1.33KB,2,2728,2.66KB,1364,1.33KB,NO,DELETE (if identical)
1041,Summer_Love-315_analysis.txt,/Users/steven/Music/analysis/Summer_Love-315_analysis.txt,/Users/steven/Music/analysis,541,541.00B,5,2705,2.64KB,0,0B,YES,KEEP
1041,Summer_Love1215_analysis.txt,/Users/steven/Music/analysis/Summer_Love1215_analysis.txt,/Users/steven/Music/analysis,541,541.00B,5,2705,2.64KB,2164,2.11KB,NO,DELETE (if identical)
1041,Summer_Love30236_analysis.txt,/Users/steven/Music/analysis/Summer_Love30236_analysis.txt,/Users/steven/Music/analysis,541,541.00B,5,2705,2.64KB,2164,2.11KB,NO,DELETE (if identical)
1041,Summer_Love320_analysis.txt,/Users/steven/Music/analysis/Summer_Love320_analysis.txt,/Users/steven/Music/analysis,541,541.00B,5,2705,2.64KB,2164,2.11KB,NO,DELETE (if identical)
1041,Summer_Love32342_analysis.txt,/Users/steven/Music/analysis/Summer_Love32342_analysis.txt,/Users/steven/Music/analysis,541,541.00B,5,2705,2.64KB,2164,2.11KB,NO,DELETE (if identical)
1042,Witches_Road0237_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Witches_Road0237_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1336,1.30KB,2,2672,2.61KB,0,0B,YES,KEEP
1042,Witches_Road_Remastered0256_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Witches_Road_Remastered0256_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1336,1.30KB,2,2672,2.61KB,1336,1.30KB,NO,DELETE (if identical)
1043,Echoes_of_the_Junkyard_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Echoes_of_the_Junkyard_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1330,1.30KB,2,2660,2.60KB,0,0B,YES,KEEP
1043,Echoes_of_the_Junkyard_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Echoes_of_the_Junkyard_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1330,1.30KB,2,2660,2.60KB,1330,1.30KB,NO,DELETE (if identical)
1044,A New Dawn (1)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/A New Dawn (1)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1327,1.30KB,2,2654,2.59KB,0,0B,YES,KEEP
1044,A New Dawn (1)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/A New Dawn (1)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1327,1.30KB,2,2654,2.59KB,1327,1.30KB,NO,DELETE (if identical)
1045,Willow_whispers-feelers-chill (Remastered x2) (1)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Willow_whispers-feelers-chill (Remastered x2) (1)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1324,1.29KB,2,2648,2.59KB,0,0B,YES,KEEP
1045,Willow_whispers-feelers-chill (Remastered x2) (3)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Willow_whispers-feelers-chill (Remastered x2) (3)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1324,1.29KB,2,2648,2.59KB,1324,1.29KB,NO,DELETE (if identical)
1046,Howling_Cat's_Song_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Howling_Cat's_Song_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1322,1.29KB,2,2644,2.58KB,0,0B,YES,KEEP
1046,Howling_Cat's_Song_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Howling_Cat's_Song_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1322,1.29KB,2,2644,2.58KB,1322,1.29KB,NO,DELETE (if identical)
1047,category_flake8_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Content_Creation/category_flake8_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Content_Creation,881,881.00B,3,2643,2.58KB,0,0B,YES,KEEP
1047,category_flake8_1_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Content_Creation/category_flake8_1_1.py,/Users/steven/pythons/CONTENT_AWARE_CATALOG/CONTENT_ORGANIZED/Content_Creation,881,881.00B,3,2643,2.58KB,1762,1.72KB,NO,DELETE (if identical)
1047,category_flake8_1.py,/Users/steven/pythons/content_creation/category_flake8_1.py,/Users/steven/pythons/content_creation,881,881.00B,3,2643,2.58KB,1762,1.72KB,NO,DELETE (if identical)
1048,No_More_Love_Songs_No_More_Lies_v4-2_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/No_More_Love_Songs_No_More_Lies_v4-2_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1294,1.26KB,2,2588,2.53KB,0,0B,YES,KEEP
1048,No_More_Love_Songs_No_More_Lies_v4-2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/No_More_Love_Songs_No_More_Lies_v4-2_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1294,1.26KB,2,2588,2.53KB,1294,1.26KB,NO,DELETE (if identical)
1049,The_Heartland_Doesnt_Speak_Edit249_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Heartland_Doesnt_Speak_Edit249_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1292,1.26KB,2,2584,2.52KB,0,0B,YES,KEEP
