Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,Content_Hash,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action,Note
941,Moonly_Alley_(1)_analysis.txt,/Users/steven/Music/analysis/Moonly_Alley_(1)_analysis.txt,/Users/steven/Music/analysis,1934,1.89KB,b86e5562817de3f466f7f9384064d681,2,3868,3.78KB,1934,1.89KB,NO,DELETE (if identical),"Content-identical, different names"
942,liveFast-EatTrash-HeartbreakAlley-electonic_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/liveFast-EatTrash-HeartbreakAlley-electonic_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1923,1.88KB,6ece064116a3afb89b8e8c0650020eca,2,3846,3.76KB,0,0B,YES,KEEP,Content-identical
942,liveFast-EatTrash-HeartbreakAlley-electonic_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/liveFast-EatTrash-HeartbreakAlley-electonic_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1923,1.88KB,6ece064116a3afb89b8e8c0650020eca,2,3846,3.76KB,1923,1.88KB,NO,DELETE (if identical),Content-identical
943,bookOmemory403_1_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/bookOmemory403_1_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1917,1.87KB,e94975f2f9ca5e0330336f913914bc29,2,3834,3.74KB,0,0B,YES,KEEP,"Content-identical, different names"
943,bookOmemory403_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/bookOmemory403_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1917,1.87KB,e94975f2f9ca5e0330336f913914bc29,2,3834,3.74KB,1917,1.87KB,NO,DELETE (if identical),"Content-identical, different names"
944,songs.csv,/Users/steven/AVATARARTS/ai-sites/disco/songs.csv,/Users/steven/AVATARARTS/ai-sites/disco,1900,1.86KB,43f7158711b1f55220cbf639b2cf7346,2,3800,3.71KB,0,0B,YES,KEEP,"Content-identical, different names"
944,songs_1.csv,/Users/steven/Documents/CsV/songs_1.csv,/Users/steven/Documents/CsV,1900,1.86KB,43f7158711b1f55220cbf639b2cf7346,2,3800,3.71KB,1900,1.86KB,NO,DELETE (if identical),"Content-identical, different names"
945,rubbish-manga_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/rubbish-manga_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1896,1.85KB,437f3cad7b24b3c0126fe1ee5ffaacfb,2,3792,3.70KB,0,0B,YES,KEEP,"Content-identical, different names"
945,rubbish_manga254_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish_manga254_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1896,1.85KB,437f3cad7b24b3c0126fe1ee5ffaacfb,2,3792,3.70KB,1896,1.85KB,NO,DELETE (if identical),"Content-identical, different names"
946,PeTasLs-beats254_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/PeTasLs-beats254_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1896,1.85KB,59e4e266447cdfb8ff6de11810684944,2,3792,3.70KB,0,0B,YES,KEEP,Content-identical
946,PeTasLs-beats254_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/PeTasLs-beats254_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1896,1.85KB,59e4e266447cdfb8ff6de11810684944,2,3792,3.70KB,1896,1.85KB,NO,DELETE (if identical),Content-identical
947,WorkShop_Worries-duo-410_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/WorkShop_Worries-duo-410_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1895,1.85KB,c9351f26e404ec12e3b8f0803ec91c67,2,3790,3.70KB,0,0B,YES,KEEP,Content-identical
947,WorkShop_Worries-duo-410_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/WorkShop_Worries-duo-410_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1895,1.85KB,c9351f26e404ec12e3b8f0803ec91c67,2,3790,3.70KB,1895,1.85KB,NO,DELETE (if identical),Content-identical
948,TrashCat_Aesthetic_Concept.md,/Users/steven/AVATARARTS/ai-ml-notes/TrashCat_Aesthetic_Concept.md,/Users/steven/AVATARARTS/ai-ml-notes,1895,1.85KB,1b8e8841538c2027f0af4ae20a098e04,2,3790,3.70KB,0,0B,YES,KEEP,"Content-identical, different names"
948,4-6-7-TrashCat_Aesthetic_Concept.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-8/4-6-7-TrashCat_Aesthetic_Concept.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-8,1895,1.85KB,1b8e8841538c2027f0af4ae20a098e04,2,3790,3.70KB,1895,1.85KB,NO,DELETE (if identical),"Content-identical, different names"
949,MustThereBeWar-Cinematic-248_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/MustThereBeWar-Cinematic-248_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1879,1.83KB,affe1a7391afaef5e665cb5e8b936ecc,2,3758,3.67KB,0,0B,YES,KEEP,Content-identical
949,MustThereBeWar-Cinematic-248_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/MustThereBeWar-Cinematic-248_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1879,1.83KB,affe1a7391afaef5e665cb5e8b936ecc,2,3758,3.67KB,1879,1.83KB,NO,DELETE (if identical),Content-identical
950,The_Heartland_Doesnt_Speak_Remastered_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Heartland_Doesnt_Speak_Remastered_dup1_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1865,1.82KB,25657a0da5615b99c6ff13e802591488,2,3730,3.64KB,0,0B,YES,KEEP,"Content-identical, different names"
950,The_Heartland_Doesnt_Speak_Remastered_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Heartland_Doesnt_Speak_Remastered_transcript 1.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1865,1.82KB,25657a0da5615b99c6ff13e802591488,2,3730,3.64KB,1865,1.82KB,NO,DELETE (if identical),"Content-identical, different names"
951,.gitignore,/Users/steven/pythons/remove-bg-cli/.gitignore,/Users/steven/pythons/remove-bg-cli,1864,1.82KB,4d968a5b3793df31e9ab7a1e877517f8,2,3728,3.64KB,0,0B,YES,KEEP,Content-identical
951,.gitignore,/Users/steven/scripts/remove-bg-cli/.gitignore,/Users/steven/scripts/remove-bg-cli,1864,1.82KB,4d968a5b3793df31e9ab7a1e877517f8,2,3728,3.64KB,1864,1.82KB,NO,DELETE (if identical),Content-identical
952,VERSION.md,/Users/steven/pythons/simplegallery/2.0/VERSION.md,/Users/steven/pythons/simplegallery/2.0,1847,1.80KB,074d0f2934bec6c70032391398336254,2,3694,3.61KB,0,0B,YES,KEEP,Content-identical
952,VERSION.md,/Users/steven/pythons/simplegallery/2.1/2.0/VERSION.md,/Users/steven/pythons/simplegallery/2.1/2.0,1847,1.80KB,074d0f2934bec6c70032391398336254,2,3694,3.61KB,1847,1.80KB,NO,DELETE (if identical),Content-identical
953,Heartbeats in the Dark_400_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats in the Dark_400_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1846,1.80KB,45fa815325f1c73ea89d754fde33f1d0,2,3692,3.61KB,0,0B,YES,KEEP,"Content-identical, different names"
953,Heartbeats in the Dark_5_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats in the Dark_5_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1846,1.80KB,45fa815325f1c73ea89d754fde33f1d0,2,3692,3.61KB,1846,1.80KB,NO,DELETE (if identical),"Content-identical, different names"
954,mkdocs_theme.yml,/Users/steven/GitHub/mkdocs-material/material/templates/mkdocs_theme.yml,/Users/steven/GitHub/mkdocs-material/material/templates,1839,1.80KB,cdab5f779003c7b1ac5ca6ff97fa9e69,2,3678,3.59KB,0,0B,YES,KEEP,Content-identical
954,mkdocs_theme.yml,/Users/steven/GitHub/mkdocs-material/src/templates/mkdocs_theme.yml,/Users/steven/GitHub/mkdocs-material/src/templates,1839,1.80KB,cdab5f779003c7b1ac5ca6ff97fa9e69,2,3678,3.59KB,1839,1.80KB,NO,DELETE (if identical),Content-identical
955,Install & Guide.txt,/Users/steven/Downloads/PSD EXTENM/multidup-batch-duplication-in-photoshop-2023-11-27-05-36-46-utc/Install & Guide.txt,/Users/steven/Downloads/PSD EXTENM/multidup-batch-duplication-in-photoshop-2023-11-27-05-36-46-utc,1838,1.79KB,e8bfff9d1f52fe2c22a7dabee04078b5,2,3676,3.59KB,0,0B,YES,KEEP,Content-identical
955,Install & Guide.txt,/Users/steven/Pictures/Adobe/Photoshop-Addon/multidup-batch-duplication-in-photoshop-2023-11-27-05-36-46-utc/Install & Guide.txt,/Users/steven/Pictures/Adobe/Photoshop-Addon/multidup-batch-duplication-in-photoshop-2023-11-27-05-36-46-utc,1838,1.79KB,e8bfff9d1f52fe2c22a7dabee04078b5,2,3676,3.59KB,1838,1.79KB,NO,DELETE (if identical),Content-identical
956,Heartbeats in the Dark (1)_transcription.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3/Heartbeats in the Dark (1)_transcription.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3,1820,1.78KB,eca62e52ffb714ffae016729814f627c,2,3640,3.55KB,0,0B,YES,KEEP,Content-identical
956,Heartbeats in the Dark (1)_transcription.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Heartbeats in the Dark (1)_transcription.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1820,1.78KB,eca62e52ffb714ffae016729814f627c,2,3640,3.55KB,1820,1.78KB,NO,DELETE (if identical),Content-identical
957,Echoes_of_Moonlight_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Echoes_of_Moonlight_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1211,1.18KB,a9a252b1be06566114b90779ae2d11e9,3,3633,3.55KB,0,0B,YES,KEEP,"Content-identical, different names"
957,Echoes_of_Moonlight315_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Echoes_of_Moonlight315_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1211,1.18KB,a9a252b1be06566114b90779ae2d11e9,3,3633,3.55KB,2422,2.37KB,NO,DELETE (if identical),"Content-identical, different names"
957,Echoes_of_Moonlight_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Echoes_of_Moonlight_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1211,1.18KB,a9a252b1be06566114b90779ae2d11e9,3,3633,3.55KB,2422,2.37KB,NO,DELETE (if identical),"Content-identical, different names"
958,Sammys_Serenade_(Remastered)2_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3/Sammys_Serenade_(Remastered)2_analysis.txt,/Users/steven/AVATARARTS/ai-sites/disco/mp3,1803,1.76KB,66d5a03cf497c3d0cbedf86ea12d64bf,2,3606,3.52KB,0,0B,YES,KEEP,Content-identical
958,Sammys_Serenade_(Remastered)2_analysis.txt,/Users/steven/Music/analysis/Sammys_Serenade_(Remastered)2_analysis.txt,/Users/steven/Music/analysis,1803,1.76KB,66d5a03cf497c3d0cbedf86ea12d64bf,2,3606,3.52KB,1803,1.76KB,NO,DELETE (if identical),Content-identical
959,Moonlight's_Pomise_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Moonlight's_Pomise_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1800,1.76KB,0d5b6228dedba8d35cbbb7ecc80e8db5,2,3600,3.52KB,0,0B,YES,KEEP,Content-identical
959,Moonlight's_Pomise_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Moonlight's_Pomise_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1800,1.76KB,0d5b6228dedba8d35cbbb7ecc80e8db5,2,3600,3.52KB,1800,1.76KB,NO,DELETE (if identical),Content-identical
960,.gitignore,/Users/steven/GitHub/Comicfy.ai/server/.gitignore,/Users/steven/GitHub/Comicfy.ai/server,1799,1.76KB,6482f9d8254f7f75af96c66a09031e65,2,3598,3.51KB,0,0B,YES,KEEP,Content-identical
960,.gitignore,/Users/steven/pythons/TG-MegaBot/.gitignore,/Users/steven/pythons/TG-MegaBot,1799,1.76KB,6482f9d8254f7f75af96c66a09031e65,2,3598,3.51KB,1799,1.76KB,NO,DELETE (if identical),Content-identical
961,Heroes_Rise__-_Villains_Overthrow_(Remastered)2_analysis.txt,/Users/steven/Music/analysis/Heroes_Rise__-_Villains_Overthrow_(Remastered)2_analysis.txt,/Users/steven/Music/analysis,1799,1.76KB,3b459feb1b0d6e6d0dfa2e0b6e09e7b7,2,3598,3.51KB,0,0B,YES,KEEP,Content-identical
961,Heroes_Rise__-_Villains_Overthrow_(Remastered)2_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER/Heroes_Rise__-_Villains_Overthrow_(Remastered)2_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER,1799,1.76KB,3b459feb1b0d6e6d0dfa2e0b6e09e7b7,2,3598,3.51KB,1799,1.76KB,NO,DELETE (if identical),Content-identical
962,Love_is_rubbish_Let_s_Get_Trashy_BoyBallad_257_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Love_is_rubbish_Let_s_Get_Trashy_BoyBallad_257_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1799,1.76KB,b5fe9d0158d2f5f81e8d8f9d3bfb6c9c,2,3598,3.51KB,0,0B,YES,KEEP,Content-identical
962,Love_is_rubbish_Let_s_Get_Trashy_BoyBallad_257_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Love_is_rubbish_Let_s_Get_Trashy_BoyBallad_257_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1799,1.76KB,b5fe9d0158d2f5f81e8d8f9d3bfb6c9c,2,3598,3.51KB,1799,1.76KB,NO,DELETE (if identical),Content-identical
963,Junkyard_Kings_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Junkyard_Kings_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1799,1.76KB,e54dbd4d7be4f6aca43a2f0c719d5f08,2,3598,3.51KB,0,0B,YES,KEEP,Content-identical
963,Junkyard_Kings_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Junkyard_Kings_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1799,1.76KB,e54dbd4d7be4f6aca43a2f0c719d5f08,2,3598,3.51KB,1799,1.76KB,NO,DELETE (if identical),Content-identical
964,The_Heartland_Doesnt_Speak349255_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Heartland_Doesnt_Speak349255_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1788,1.75KB,0d9ff9775290e3a2413c9e82bd0166e9,2,3576,3.49KB,0,0B,YES,KEEP,"Content-identical, different names"
964,heart_cover0255_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/heart_cover0255_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1788,1.75KB,0d9ff9775290e3a2413c9e82bd0166e9,2,3576,3.49KB,1788,1.75KB,NO,DELETE (if identical),"Content-identical, different names"
965,website_generation_log.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/website_generation_log.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1775,1.73KB,7381681dac6f86577c8aebb0dc354c2f,2,3550,3.47KB,0,0B,YES,KEEP,Content-identical
965,website_generation_log.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/website_generation_log.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,1775,1.73KB,7381681dac6f86577c8aebb0dc354c2f,2,3550,3.47KB,1775,1.73KB,NO,DELETE (if identical),Content-identical
966,stacie321_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/stacie321_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1774,1.73KB,c98bca11f324822c3fa50ca9c3c8cbe9,2,3548,3.46KB,0,0B,YES,KEEP,Content-identical
966,stacie321_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/stacie321_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1774,1.73KB,c98bca11f324822c3fa50ca9c3c8cbe9,2,3548,3.46KB,1774,1.73KB,NO,DELETE (if identical),Content-identical
967,Recycled_Symphony21_Remastered_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Recycled_Symphony21_Remastered_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1178,1.15KB,11e373491b029c5fd4ad46b96956a50a,3,3534,3.45KB,0,0B,YES,KEEP,"Content-identical, different names"
967,Recycled_Symphony2_(Remastered)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Recycled_Symphony2_(Remastered)_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1178,1.15KB,11e373491b029c5fd4ad46b96956a50a,3,3534,3.45KB,2356,2.30KB,NO,DELETE (if identical),"Content-identical, different names"
967,Recycled_Symphony302_Remastered302_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Recycled_Symphony302_Remastered302_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1178,1.15KB,11e373491b029c5fd4ad46b96956a50a,3,3534,3.45KB,2356,2.30KB,NO,DELETE (if identical),"Content-identical, different names"
968,The_Heartland_Doesnt_Speak349_Remastered0349_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Heartland_Doesnt_Speak349_Remastered0349_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1765,1.72KB,928343f4fde987c10c2d983426ac7b79,2,3530,3.45KB,0,0B,YES,KEEP,"Content-identical, different names"
968,The_Heartland_Doesnt_Speak349_Remastered_v2349_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/The_Heartland_Doesnt_Speak349_Remastered_v2349_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1765,1.72KB,928343f4fde987c10c2d983426ac7b79,2,3530,3.45KB,1765,1.72KB,NO,DELETE (if identical),"Content-identical, different names"
969,WorkShop_Worries-359_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/WorkShop_Worries-359_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1763,1.72KB,d4f53d931ba959a3c9d0bb5e7b4d83ab,2,3526,3.44KB,0,0B,YES,KEEP,Content-identical
969,WorkShop_Worries-359_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/WorkShop_Worries-359_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1763,1.72KB,d4f53d931ba959a3c9d0bb5e7b4d83ab,2,3526,3.44KB,1763,1.72KB,NO,DELETE (if identical),Content-identical
970,Let's Get Trashy_transcription.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Let's Get Trashy_transcription.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1763,1.72KB,ffd8606a106898b7df3a708c78ba080b,2,3526,3.44KB,0,0B,YES,KEEP,"Content-identical, different names"
970,Let's_Get_Trashy_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Let's_Get_Trashy_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1763,1.72KB,ffd8606a106898b7df3a708c78ba080b,2,3526,3.44KB,1763,1.72KB,NO,DELETE (if identical),"Content-identical, different names"
971,rubbish-love-disarray-244_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/rubbish-love-disarray-244_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1761,1.72KB,78d2f11e9a593bcedb8e2b8a7a3be036,2,3522,3.44KB,0,0B,YES,KEEP,Content-identical
971,rubbish-love-disarray-244_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish-love-disarray-244_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1761,1.72KB,78d2f11e9a593bcedb8e2b8a7a3be036,2,3522,3.44KB,1761,1.72KB,NO,DELETE (if identical),Content-identical
972,rubbish-love-disarray-309_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/rubbish-love-disarray-309_transcript.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,1761,1.72KB,ff472cef97b4eb39c270dc0c3683745e,2,3522,3.44KB,0,0B,YES,KEEP,Content-identical
972,rubbish-love-disarray-309_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/rubbish-love-disarray-309_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1761,1.72KB,ff472cef97b4eb39c270dc0c3683745e,2,3522,3.44KB,1761,1.72KB,NO,DELETE (if identical),Content-identical
973,The_Heartland_Doesn_t_Speak-duo355_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesn_t_Speak-duo355_analysis.txt,/Users/steven/Music/analysis,583,583.00B,ace0abdea458a6657c9334d88d26a2e5,6,3498,3.42KB,0,0B,YES,KEEP,"Content-identical, different names"
973,The_Heartland_Doesnt_Speak304_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak304_analysis.txt,/Users/steven/Music/analysis,583,583.00B,ace0abdea458a6657c9334d88d26a2e5,6,3498,3.42KB,2915,2.85KB,NO,DELETE (if identical),"Content-identical, different names"
973,The_Heartland_Doesnt_Speak349_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak349_analysis.txt,/Users/steven/Music/analysis,583,583.00B,ace0abdea458a6657c9334d88d26a2e5,6,3498,3.42KB,2915,2.85KB,NO,DELETE (if identical),"Content-identical, different names"
973,The_Heartland_Doesnt_Speak351_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak351_analysis.txt,/Users/steven/Music/analysis,583,583.00B,ace0abdea458a6657c9334d88d26a2e5,6,3498,3.42KB,2915,2.85KB,NO,DELETE (if identical),"Content-identical, different names"
973,The_Heartland_Doesnt_Speak_Doesnt_Speak351_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_Doesnt_Speak351_analysis.txt,/Users/steven/Music/analysis,583,583.00B,ace0abdea458a6657c9334d88d26a2e5,6,3498,3.42KB,2915,2.85KB,NO,DELETE (if identical),"Content-identical, different names"
973,The_Heartland_Doesnt_Speak_duo355_analysis.txt,/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_duo355_analysis.txt,/Users/steven/Music/analysis,583,583.00B,ace0abdea458a6657c9334d88d26a2e5,6,3498,3.42KB,2915,2.85KB,NO,DELETE (if identical),"Content-identical, different names"
974,3-42-9-Vibrant_Typography_Design.md,/Users/steven/Documents/markD/programming/3-42-9-Vibrant_Typography_Design.md,/Users/steven/Documents/markD/programming,1730,1.69KB,b55b82fe368f2aef6564b9d5e84275db,2,3460,3.38KB,0,0B,YES,KEEP,Content-identical
974,3-42-9-Vibrant_Typography_Design.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-5/3-42-9-Vibrant_Typography_Design.md,/Users/steven/Downloads/2025-09-04-conversations/2025-4-5,1730,1.69KB,b55b82fe368f2aef6564b9d5e84275db,2,3460,3.38KB,1730,1.69KB,NO,DELETE (if identical),Content-identical
975,Sammy's Serenade (Remastered x2) LadyGroup_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Sammy's Serenade (Remastered x2) LadyGroup_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1726,1.69KB,e90693577d3d556dd3033f62ede29799,2,3452,3.37KB,0,0B,YES,KEEP,Content-identical
975,Sammy's Serenade (Remastered x2) LadyGroup_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Sammy's Serenade (Remastered x2) LadyGroup_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1726,1.69KB,e90693577d3d556dd3033f62ede29799,2,3452,3.37KB,1726,1.69KB,NO,DELETE (if identical),Content-identical
976,A New Dawn_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/A New Dawn_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1712,1.67KB,b29f492251a57b84006fa2ef5088a2ee,2,3424,3.34KB,0,0B,YES,KEEP,Content-identical
976,A New Dawn_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/A New Dawn_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1712,1.67KB,b29f492251a57b84006fa2ef5088a2ee,2,3424,3.34KB,1712,1.67KB,NO,DELETE (if identical),Content-identical
977,Moonly_Alley_Serenade_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS/Moonly_Alley_Serenade_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/TRANSCRIPTS,1709,1.67KB,bc762bfc56d7cc4256de520bc0dd13d9,2,3418,3.34KB,0,0B,YES,KEEP,Content-identical
977,Moonly_Alley_Serenade_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript/Moonly_Alley_Serenade_transcript.txt,/Users/steven/Music/nocTurneMeLoDieS/transcript,1709,1.67KB,bc762bfc56d7cc4256de520bc0dd13d9,2,3418,3.34KB,1709,1.67KB,NO,DELETE (if identical),Content-identical
978,build.pem,/Users/steven/AVATARARTS/marketplace/products/hookmark-pro/build.pem,/Users/steven/AVATARARTS/marketplace/products/hookmark-pro,1704,1.66KB,075ecc49ae893271301e6292e7e68179,2,3408,3.33KB,0,0B,YES,KEEP,Content-identical
978,build.pem,/Users/steven/GitHub/hookmark/build.pem,/Users/steven/GitHub/hookmark,1704,1.66KB,075ecc49ae893271301e6292e7e68179,2,3408,3.33KB,1704,1.66KB,NO,DELETE (if identical),Content-identical
