old_path,action,reason,size_mb,similarity
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_04_video_content_with_ai (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_01_introduction_to_ai_content_creation (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_03_ai_image_generation_techniques (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_05_content_strategy_&_planning (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_02_mastering_ai_writing_tools (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/complete_ai_content_creation_masterclass/module_06_monetizing_ai_content (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_02_email_marketing_automation (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_01_marketing_automation_fundamentals (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_05_analytics_&_optimization (100.0% similar),0.0078125,100.0%
BUSINESS/projects/retention-suite-complete/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies (100.0% similar),0.0078125,100.0%
ai-sites/retention-products-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/digital-products/educational-content/generated_courses/digital_marketing_automation_bootcamp/module_06_advanced_automation_strategies (100.0% similar),0.0078125,100.0%
BUSINESS/projects/marketplace/products/hookmark-pro/backend/database,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/content_intelligence/database (100.0% similar),0.0078125,100.0%
ai-sites/AI_Outputs_Hub,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/AI_Outputs_Hub (100.0% similar),0.0078125,100.0%
ai-sites/Gallery_Code_Project/python,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Gallery_Code_Project/python (100.0% similar),0.0078125,100.0%
ai-sites/Gallery_Code_Project/dalle,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Gallery_Code_Project/dalle (100.0% similar),0.0078125,100.0%
ai-sites/Gallery_Code_Project/alchemy,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Gallery_Code_Project/alchemy (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)305,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)305 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs207,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs207 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow233,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow233 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Grabage Grove,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Grabage Grove (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe (Remastered x2),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe (Remastered x2) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow258,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow258 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)254 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)254 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og304,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og304 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/In The Hollow156-pt2,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/In The Hollow156-pt2 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Dance Like Nobodys Watching,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Dance Like Nobodys Watching (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)237,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)237 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)303,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)303 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)322 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)322 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)304,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)304 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-154,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-154 (100.0% similar),0.0078125,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Island_of_Dreams,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Island of Dreams (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Island of Dreams,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Island of Dreams (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Island_of_Dreams,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Island of Dreams (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night229 ,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night229  (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night338,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night338 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/A New Dawn,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/A New Dawn (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)332,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)332 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)254 (2),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)254 (2) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)530,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)530 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Shadow Messages,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Shadow Messages (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/enchanted woods (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/enchanted woods (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity232,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity232 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe (Remastered x2) (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe (Remastered x2) (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/witched Road (Remix)234,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/witched Road (Remix)234 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-142 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-142 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)249,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)249 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night323 ,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night323  (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-214,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-214 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity259,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity259 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Moonlight Night,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Moonlight Night (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Echoes_of_Love_(1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Echoes_of_Love_(1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/A New Dawn (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/A New Dawn (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night227,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night227 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Sammy's Serenade (Remastered x2) LadyGroup,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Sammy's Serenade (Remastered x2) LadyGroup (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Folk Song of a Dark Traveler236,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Folk Song of a Dark Traveler236 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Shadows on the Horizon,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Shadows on the Horizon (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (3),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide LIVE_-_CuT-og (3) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs344,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs344 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Folk Song of a Dark Traveler253,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Folk Song of a Dark Traveler253 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity251,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity251 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity256,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)-grity256 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)252,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)252 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304-folk,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)304-folk (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow Tree (Remix)-206,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow Tree (Remix)-206 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Sammy's Serenade (Remastered x2)2-1,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Sammy's Serenade (Remastered x2)2-1 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/bite in the night258,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/bite in the night258 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Sammy's Serenade (Remastered x2)2,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Sammy's Serenade (Remastered x2)2 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)317 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)317 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs - Encore (Remastered) (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs - Encore (Remastered) (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)304,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered) (Remix)304 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)239,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)239 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered x2) (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow_whispers-feelers-chill (Remastered x2) (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Marching ever forward neath the wooded s2,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Marching ever forward neath the wooded s2 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)329 (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)329 (1) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Moonlights Pomise,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Moonlights Pomise (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)254,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in This aLLey Where i HiDe-oG (Remix)254 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/witched Road (Remix)245,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/witched Road (Remix)245 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered)232,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes Rise  - Villains Overthrow (Remastered)232 (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/No More Love Songs - Encore (Remastered) (2),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/No More Love Songs - Encore (Remastered) (2) (100.0% similar),0.0078125,100.0%
ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)254,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Love is rubbish Let's Get Trashy (Remix)254 (100.0% similar),0.0078125,100.0%
