MD5,Size (bytes),File Path,Filename,Source,Mod Time,Total Copies,Wasted Space (bytes),Keep/Delete?
d287879c9e5158c641c6cff222842fab,187,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Telegram/__schema__/v1.2.0/message/deleteMessage.json,deleteMessage.json,source1,2025-11-29T05:22:53.063148,,,DELETE
d287879c9e5158c641c6cff222842fab,187,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Telegram/__schema__/v1.2.0/chat/leave.json,leave.json,source1,2025-11-29T05:22:53.062561,,,DELETE
d287879c9e5158c641c6cff222842fab,187,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Telegram/__schema__/v1.2.0/callback/answerQuery.json,answerQuery.json,source1,2025-11-29T05:22:53.061930,,,DELETE
d2f4cfda82bb3478db2e7b07d8c4a0ae,14966,/Users/steven/GitHub/aider/aider/website/_posts/2023-07-02-benchmarks.md,2023-07-02-benchmarks.md,source1,2025-11-27T06:13:47.030850,2,14966,KEEP
d2f4cfda82bb3478db2e7b07d8c4a0ae,14966,/Users/steven/GitHub/aider/aider/website/docs/benchmarks.md,benchmarks.md,source1,2025-11-27T06:13:47.030850,,,DELETE
d3576dffb17345b7a4d113824e80a553,5020,/Users/steven/GitHub/mkdocs-material/src/plugins/social/layout.py,layout.py,source1,2025-11-29T07:58:55.965519,2,5020,KEEP
d3576dffb17345b7a4d113824e80a553,5020,/Users/steven/GitHub/mkdocs-material/material/plugins/social/layout.py,layout.py,source1,2025-11-29T07:58:53.694099,,,DELETE
d38370baf0077683f85b36a0913041ba,3673,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Twake/twake.png,twake.png,source1,2025-11-29T05:22:53.142194,2,3673,KEEP
d38370baf0077683f85b36a0913041ba,3673,/Users/steven/GitHub/n8n/packages/nodes-base/credentials/icons/Twake.png,Twake.png,source1,2025-11-29T05:22:51.616965,,,DELETE
d3a782a09ea1802eff1d401e78a7b858,2760,/Users/steven/GitHub/mkdocs-material/src/plugins/blog/readtime/parser.py,parser.py,source1,2025-11-29T07:58:55.956386,2,2760,KEEP
d3a782a09ea1802eff1d401e78a7b858,2760,/Users/steven/GitHub/mkdocs-material/material/plugins/blog/readtime/parser.py,parser.py,source1,2025-11-29T07:58:53.686349,,,DELETE
d3c31fb1729eeeb3d667384f54424cae,46,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/SyncroMSP/v1/methods/index.ts,index.ts,source1,2025-11-29T05:22:53.054513,6,230,KEEP
d3c31fb1729eeeb3d667384f54424cae,46,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Simulate/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.961652,,,DELETE
d3c31fb1729eeeb3d667384f54424cae,46,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/SeaTable/v2/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.918017,,,DELETE
d3c31fb1729eeeb3d667384f54424cae,46,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Notion/v2/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.728350,,,DELETE
d3c31fb1729eeeb3d667384f54424cae,46,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Merge/v3/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.513549,,,DELETE
d3c31fb1729eeeb3d667384f54424cae,46,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Mattermost/v1/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.500232,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/README.md,README.md,source1,2025-11-29T06:31:38.357836,11,0,KEEP
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/n8n/packages/nodes-base/index.js,index.js,source1,2025-11-29T05:22:51.618893,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/n8n/packages/frontend/editor-ui/index.js,index.js,source1,2025-11-29T05:22:50.839605,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/n8n/packages/frontend/@n8n/rest-api-client/src/api/execution.ts,execution.ts,source1,2025-11-29T05:22:50.824847,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/index.js,index.js,source1,2025-11-29T05:22:50.135736,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/shared/default/CHANGELOG.md,CHANGELOG.md,source1,2025-11-29T05:22:50.126071,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/aider/tests/basic/__init__.py,__init__.py,source1,2025-11-27T06:13:47.063957,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/aider/tests/__init__.py,__init__.py,source1,2025-11-27T06:13:47.063743,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/aider/scripts/__init__.py,__init__.py,source1,2025-11-27T06:13:47.058217,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/aider/benchmark/__init__.py,__init__.py,source1,2025-11-27T06:13:47.052517,,,DELETE
d41d8cd98f00b204e9800998ecf8427e,0,/Users/steven/GitHub/aider/aider/website/_includes/footer_custom.html,footer_custom.html,source1,2025-11-27T06:13:46.703344,,,DELETE
d50dae5f9d71547ae044fceb9cfc6c4e,750,/Users/steven/GitHub/whisper.cpp/examples/whisper.android/app/proguard-rules.pro,proguard-rules.pro,source1,2025-11-27T05:23:44.107931,2,750,KEEP
d50dae5f9d71547ae044fceb9cfc6c4e,750,/Users/steven/GitHub/whisper.cpp/examples/whisper.android.java/app/proguard-rules.pro,proguard-rules.pro,source1,2025-11-27T05:23:44.092955,,,DELETE
d59a626ed5265c022444f0a397bde38f,64,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/ExecuteWorkflow/ExecuteWorkflow/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.153886,2,64,KEEP
d59a626ed5265c022444f0a397bde38f,64,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/tools/ToolWorkflow/v2/methods/index.ts,index.ts,source1,2025-11-29T05:22:50.214570,,,DELETE
d6f407053daf308cf3a813b69af26f41,2695,/Users/steven/GitHub/aider/aider/queries/tree-sitter-languages/ocaml-tags.scm,ocaml-tags.scm,source1,2025-11-27T06:13:46.673449,2,2695,KEEP
d6f407053daf308cf3a813b69af26f41,2695,/Users/steven/GitHub/aider/aider/queries/tree-sitter-language-pack/ocaml-tags.scm,ocaml-tags.scm,source1,2025-11-27T06:13:46.667647,,,DELETE
d7540f8e89c8e114f95768436df0a854,3347,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/HighLevel/v2/test/HighLevelApiRequest.test.ts,HighLevelApiRequest.test.ts,source1,2025-11-29T05:22:52.360211,2,3347,KEEP
d7540f8e89c8e114f95768436df0a854,3347,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/HighLevel/v2/test/AddNotePostReceiveAction.test.ts,AddNotePostReceiveAction.test.ts,source1,2025-11-29T05:22:52.358984,,,DELETE
d7bee84629e8481f1696215d545e28aa,2190,/Users/steven/GitHub/aider/aider/website/_posts/2024-01-25-benchmarks-0125.md,2024-01-25-benchmarks-0125.md,source1,2025-11-27T06:13:47.027394,2,2190,KEEP
d7bee84629e8481f1696215d545e28aa,2190,/Users/steven/GitHub/aider/aider/website/docs/benchmarks-0125.md,benchmarks-0125.md,source1,2025-11-27T06:13:47.027394,,,DELETE
d86fabc6a73013218606c20eb31452a5,323,/Users/steven/GitHub/n8n/packages/@n8n/db/src/migrations/sqlite/1648740597343-LowerCaseUserEmail.ts,1648740597343-LowerCaseUserEmail.ts,source1,2025-11-29T05:22:50.064958,2,323,KEEP
d86fabc6a73013218606c20eb31452a5,323,/Users/steven/GitHub/n8n/packages/@n8n/db/src/migrations/postgresdb/1648740597343-LowerCaseUserEmail.ts,1648740597343-LowerCaseUserEmail.ts,source1,2025-11-29T05:22:50.059572,,,DELETE
d8bad2752da28a333e9a15437d7db06b,6902,/Users/steven/GitHub/02_media_processing/image_tools/web-png-upscale copy.py.backup,web-png-upscale copy.py.backup,source1,2025-11-01T03:04:34.208719,2,6902,KEEP
d8bad2752da28a333e9a15437d7db06b,6902,/Users/steven/GitHub/02_media_processing/image_tools/imgconvert.py.backup,imgconvert.py.backup,source1,2025-11-01T03:04:34.096872,,,DELETE
d8fdb613fe1aa434500d825ac3c2a120,4465,/Users/steven/GitHub/06_development_tools/development_utilities/deepseek_python_20250608130224.py.backup,deepseek_python_20250608130224.py.backup,source1,2025-11-01T03:04:44.023894,2,4465,KEEP
d8fdb613fe1aa434500d825ac3c2a120,4465,/Users/steven/GitHub/06_development_tools/development_utilities/deepseek_python_20250608130223.py.backup,deepseek_python_20250608130223.py.backup,source1,2025-11-01T03:04:44.023312,,,DELETE
d94d66a7cdbc1574a690605fdc6d478f,16054,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/YouTube Livestream Botter.py,YouTube Livestream Botter.py,source1,2025-11-01T03:06:48.768345,3,32108,KEEP
d94d66a7cdbc1574a690605fdc6d478f,16054,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/YouTube Livestream Botter 3.py,YouTube Livestream Botter 3.py,source1,2025-11-01T03:06:48.767240,,,DELETE
d94d66a7cdbc1574a690605fdc6d478f,16054,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/YouTube Livestream Botter 2.py,YouTube Livestream Botter 2.py,source1,2025-11-01T03:06:48.765642,,,DELETE
d9da6666806503e974de182b94900fe2,252,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/DataTable/__schema__/v1.0.0/row/insert.json,insert.json,source1,2025-11-29T05:22:52.073345,3,504,KEEP
d9da6666806503e974de182b94900fe2,252,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/DataTable/__schema__/v1.0.0/row/get.json,get.json,source1,2025-11-29T05:22:52.073200,,,DELETE
d9da6666806503e974de182b94900fe2,252,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/DataTable/__schema__/v1.0.0/row/deleteRows.json,deleteRows.json,source1,2025-11-29T05:22:52.072974,,,DELETE
da2fa6006701297c5862a6e3277307d6,8450,/Users/steven/GitHub/02_media_processing/organize_albums 3.py_consolidated/organize_albums 3.py_02.py.backup,organize_albums 3.py_02.py.backup,source1,2025-11-01T03:04:34.219124,2,8450,KEEP
da2fa6006701297c5862a6e3277307d6,8450,/Users/steven/GitHub/02_media_processing/audio_tools/organize_albums 2.py.backup,organize_albums 2.py.backup,source1,2025-11-01T03:04:33.952594,,,DELETE
da7d5c1b3817a38b001f0f11eb9c5f82,6023,/Users/steven/GitHub/05_data_management/file_organization/zip_inventory_to_csv.py.backup,zip_inventory_to_csv.py.backup,source1,2025-11-01T03:04:40.387763,2,6023,KEEP
da7d5c1b3817a38b001f0f11eb9c5f82,6023,/Users/steven/GitHub/05_data_management/file_organization/zip-t0-csv.py.backup,zip-t0-csv.py.backup,source1,2025-11-01T03:04:40.387380,,,DELETE
dcd9567d0599fd5eec9cefc642b78716,1485,/Users/steven/GitHub/mkdocs-material/src/plugins/blog/__init__.py,__init__.py,source1,2025-11-29T07:58:55.955186,2,1485,KEEP
dcd9567d0599fd5eec9cefc642b78716,1485,/Users/steven/GitHub/mkdocs-material/material/plugins/blog/__init__.py,__init__.py,source1,2025-11-29T07:58:53.684838,,,DELETE
dd788fa8007852eaf2171b6b113342f8,2829,/Users/steven/GitHub/mkdocs-material/src/plugins/tags/structure/tag/reference/__init__.py,__init__.py,source1,2025-11-29T07:58:55.970640,2,2829,KEEP
dd788fa8007852eaf2171b6b113342f8,2829,/Users/steven/GitHub/mkdocs-material/material/plugins/tags/structure/tag/reference/__init__.py,__init__.py,source1,2025-11-29T07:58:53.698629,,,DELETE
de810e82a920dbb3bdcdc36e77ff9158,20790,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/youtube_dl_button.py,youtube_dl_button.py,source1,2025-11-01T03:06:49.100508,3,41580,KEEP
de810e82a920dbb3bdcdc36e77ff9158,20790,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/youtube_dl_button 3.py,youtube_dl_button 3.py,source1,2025-11-01T03:06:49.099546,,,DELETE
de810e82a920dbb3bdcdc36e77ff9158,20790,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/youtube_dl_button 2.py,youtube_dl_button 2.py,source1,2025-11-01T03:06:49.098562,,,DELETE
deb1b267b5c5c0b0f131738e71ec1ebe,11851,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/leonardo_script 2.py,leonardo_script 2.py,source1,2025-11-01T03:06:48.936427,2,11851,KEEP
deb1b267b5c5c0b0f131738e71ec1ebe,11851,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/leonardo2.py,leonardo2.py,source1,2025-11-01T03:06:48.935665,,,DELETE
df08947c6465da825868deb88f6f76b0,4506,/Users/steven/GitHub/02_media_processing/image_tools/config_20241213005656.py.backup,config_20241213005656.py.backup,source1,2025-11-01T03:04:34.020775,2,4506,KEEP
df08947c6465da825868deb88f6f76b0,4506,/Users/steven/GitHub/02_media_processing/image_tools/config_20241204083635.py.backup,config_20241204083635.py.backup,source1,2025-11-01T03:04:34.020161,,,DELETE
df47854a826915683c93d3702ec5969b,5649,/Users/steven/GitHub/02_media_processing/video_tools/my_copy_utils.py.backup,my_copy_utils.py.backup,source1,2025-11-01T03:04:34.268190,4,16947,KEEP
df47854a826915683c93d3702ec5969b,5649,/Users/steven/GitHub/02_media_processing/video_tools/my_copy.py.backup,my_copy.py.backup,source1,2025-11-01T03:04:34.267609,,,DELETE
df47854a826915683c93d3702ec5969b,5649,/Users/steven/GitHub/02_media_processing/video_tools/copy_images.py.backup,copy_images.py.backup,source1,2025-11-01T03:04:34.252397,,,DELETE
df47854a826915683c93d3702ec5969b,5649,/Users/steven/GitHub/02_media_processing/copy.py_consolidated/copy.py_02.py.backup,copy.py_02.py.backup,source1,2025-11-01T03:04:33.969592,,,DELETE
dfa9ac0e1b23fa13ebfcd665326da70a,1129,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Dropbox/__schema__/v1.0.0/file/move.json,move.json,source1,2025-11-29T05:22:52.117710,2,1129,KEEP
dfa9ac0e1b23fa13ebfcd665326da70a,1129,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Dropbox/__schema__/v1.0.0/file/delete.json,delete.json,source1,2025-11-29T05:22:52.117099,,,DELETE
e02d71558fa8e6855b847cde5154b494,4518,/Users/steven/GitHub/06_development_tools/development_utilities/config_20250329125101.py.backup,config_20250329125101.py.backup,source1,2025-11-01T03:04:44.016943,2,4518,KEEP
e02d71558fa8e6855b847cde5154b494,4518,/Users/steven/GitHub/06_development_tools/development_utilities/config 5.py.backup,config 5.py.backup,source1,2025-11-01T03:04:44.015669,,,DELETE
e07f2dc5cfeb98690e020724d799e432,6738,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 9.py.backup,organize_albums 9.py.backup,source1,2025-11-01T03:04:34.147194,4,20214,KEEP
e07f2dc5cfeb98690e020724d799e432,6738,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 8.py.backup,organize_albums 8.py.backup,source1,2025-11-01T03:04:34.146846,,,DELETE
e07f2dc5cfeb98690e020724d799e432,6738,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 11.py.backup,organize_albums 11.py.backup,source1,2025-11-01T03:04:34.140168,,,DELETE
e07f2dc5cfeb98690e020724d799e432,6738,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 10.py.backup,organize_albums 10.py.backup,source1,2025-11-01T03:04:34.139653,,,DELETE
e12120b2c413165d8e1f1571de8ec6fc,7175,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/converts.py,converts.py,source1,2025-11-01T03:06:48.824585,2,7175,KEEP
e12120b2c413165d8e1f1571de8ec6fc,7175,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/converts copy.py,converts copy.py,source1,2025-11-01T03:06:48.823538,,,DELETE
e1d8f5abcaf234b4a3a2b8facfed7d28,281,/Users/steven/GitHub/AvaTarArTs-Suite/data/README.md,README.md,source1,2025-11-01T03:07:12.891650,2,281,KEEP
e1d8f5abcaf234b4a3a2b8facfed7d28,281,/Users/steven/GitHub/05_data_management/README.md,README.md,source1,2025-11-01T03:04:40.369961,,,DELETE
e343cfca9f5cd59a3fa6505ec8fa947a,5708,/Users/steven/GitHub/02_media_processing/video_tools/yt-meta.py.backup,yt-meta.py.backup,source1,2025-11-01T03:04:34.295600,2,5708,KEEP
e343cfca9f5cd59a3fa6505ec8fa947a,5708,/Users/steven/GitHub/02_media_processing/video_tools/yt-meta 2.py.backup,yt-meta 2.py.backup,source1,2025-11-01T03:04:34.294998,,,DELETE
e3716cf6e82812203b589553fcac9c6c,1483,/Users/steven/GitHub/mkdocs-material/src/plugins/typeset/config.py,config.py,source1,2025-11-29T07:58:55.971100,2,1483,KEEP
e3716cf6e82812203b589553fcac9c6c,1483,/Users/steven/GitHub/mkdocs-material/material/plugins/typeset/config.py,config.py,source1,2025-11-29T07:58:53.698917,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/lead/upsert.json,upsert.json,source1,2025-11-29T05:22:53.274014,9,6360,KEEP
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/lead/update.json,update.json,source1,2025-11-29T05:22:53.273892,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/lead/create.json,create.json,source1,2025-11-29T05:22:53.273011,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/deal/update.json,update.json,source1,2025-11-29T05:22:53.272825,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/deal/create.json,create.json,source1,2025-11-29T05:22:53.272415,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/contact/upsert.json,upsert.json,source1,2025-11-29T05:22:53.272205,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/contact/update.json,update.json,source1,2025-11-29T05:22:53.272062,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/contact/create.json,create.json,source1,2025-11-29T05:22:53.271441,,,DELETE
e5822dfe48972a5dc91e6d42c807eb99,795,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Zoho/__schema__/v1.0.0/account/create.json,create.json,source1,2025-11-29T05:22:53.270848,,,DELETE
e5882e07b6ca6829a01d4c7a0c22fb2f,1201,/Users/steven/GitHub/mkdocs-material/src/templates/assets/javascripts/browser/element/size/index.ts,index.ts,source1,2025-11-29T07:58:55.975452,2,1201,KEEP
e5882e07b6ca6829a01d4c7a0c22fb2f,1201,/Users/steven/GitHub/mkdocs-material/src/templates/assets/javascripts/browser/element/offset/index.ts,index.ts,source1,2025-11-29T07:58:55.974812,,,DELETE
e60489d560749a9a28585ca2ceafbbd8,303,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/__schema__/v3.0.0/folder/create.json,create.json,source1,2025-11-29T05:22:52.254200,5,1212,KEEP
e60489d560749a9a28585ca2ceafbbd8,303,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/__schema__/v3.0.0/file/update.json,update.json,source1,2025-11-29T05:22:52.253598,,,DELETE
e60489d560749a9a28585ca2ceafbbd8,303,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/__schema__/v3.0.0/file/move.json,move.json,source1,2025-11-29T05:22:52.253287,,,DELETE
e60489d560749a9a28585ca2ceafbbd8,303,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/__schema__/v3.0.0/file/copy.json,copy.json,source1,2025-11-29T05:22:52.252709,,,DELETE
e60489d560749a9a28585ca2ceafbbd8,303,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Docs/__schema__/v2.0.0/document/create.json,create.json,source1,2025-11-29T05:22:52.250650,,,DELETE
e6ce6b27e3d70609f82162b554ddd77d,8285,/Users/steven/GitHub/mkdocs-material/src/extensions/preview.py,preview.py,source1,2025-11-29T07:58:55.948416,2,8285,KEEP
e6ce6b27e3d70609f82162b554ddd77d,8285,/Users/steven/GitHub/mkdocs-material/material/extensions/preview.py,preview.py,source1,2025-11-29T07:58:53.676615,,,DELETE
e84fc380d93b86a489eff0b37633d367,564,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/Ollama/actions/image/index.ts,index.ts,source1,2025-11-29T05:22:50.249658,2,564,KEEP
e84fc380d93b86a489eff0b37633d367,564,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/Anthropic/actions/image/index.ts,index.ts,source1,2025-11-29T05:22:50.240030,,,DELETE
e8de038f7125d6c13239d8a99d43d657,3802,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Box/__schema__/v1.0.0/file/search.json,search.json,source1,2025-11-29T05:22:51.755020,2,3802,KEEP
e8de038f7125d6c13239d8a99d43d657,3802,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Box/__schema__/v1.0.0/file/get.json,get.json,source1,2025-11-29T05:22:51.754906,,,DELETE
e94126727ae38917ef1c58abe986838f,2168,/Users/steven/GitHub/mkdocs-material/src/plugins/blog/readtime/__init__.py,__init__.py,source1,2025-11-29T07:58:55.956190,2,2168,KEEP
e94126727ae38917ef1c58abe986838f,2168,/Users/steven/GitHub/mkdocs-material/material/plugins/blog/readtime/__init__.py,__init__.py,source1,2025-11-29T07:58:53.686102,,,DELETE
e9513f7c69c3b1b85068d0f6ab503975,1036,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/OpenAi/v2/actions/file/index.ts,index.ts,source1,2025-11-29T05:22:50.262357,2,1036,KEEP
e9513f7c69c3b1b85068d0f6ab503975,1036,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/OpenAi/v1/actions/file/index.ts,index.ts,source1,2025-11-29T05:22:50.258857,,,DELETE
e9e78f9d208ba2ccb8a19f250ca4fe88,187,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Hubspot/__schema__/v2.2.0/contact/upsert.json,upsert.json,source1,2025-11-29T05:22:52.385199,2,187,KEEP
e9e78f9d208ba2ccb8a19f250ca4fe88,187,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Hubspot/__schema__/v2.1.0/contact/upsert.json,upsert.json,source1,2025-11-29T05:22:52.382978,,,DELETE
ea3d5db40fd4ebf768b09114a09cbae4,578,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/MondayCom/__schema__/v1.0.0/board/getAll.json,getAll.json,source1,2025-11-29T05:22:52.674368,2,578,KEEP
ea3d5db40fd4ebf768b09114a09cbae4,578,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/MondayCom/__schema__/v1.0.0/board/get.json,get.json,source1,2025-11-29T05:22:52.674026,,,DELETE
ea8a217658d4286dec3b3766ed44fb03,5856,/Users/steven/GitHub/02_media_processing/image_tools/sort.py.backup,sort.py.backup,source1,2025-11-01T03:04:34.172587,2,5856,KEEP
ea8a217658d4286dec3b3766ed44fb03,5856,/Users/steven/GitHub/02_media_processing/image_tools/sort--.py.backup,sort--.py.backup,source1,2025-11-01T03:04:34.171983,,,DELETE
eb1ae82bd5b186774b95ed726efbbd9f,728,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vector_store/VectorStoreMongoDBAtlas/mongodb.dark.svg,mongodb.dark.svg,source1,2025-11-29T05:22:50.222312,2,728,KEEP
eb1ae82bd5b186774b95ed726efbbd9f,728,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/memory/MemoryMongoDbChat/mongodb.dark.svg,mongodb.dark.svg,source1,2025-11-29T05:22:50.196948,,,DELETE
eb442e84ce9d811711a0a4f0b468854b,4892,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/llms/LMLemonade/lemonade.svg,lemonade.svg,source1,2025-11-29T05:22:50.177151,3,9784,KEEP
eb442e84ce9d811711a0a4f0b468854b,4892,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/llms/LMChatLemonade/lemonade.svg,lemonade.svg,source1,2025-11-29T05:22:50.173404,,,DELETE
eb442e84ce9d811711a0a4f0b468854b,4892,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/embeddings/EmbeddingsLemonade/lemonade.svg,lemonade.svg,source1,2025-11-29T05:22:50.169573,,,DELETE
edeec6482e877e54dae5210c91259e52,5479,/Users/steven/GitHub/AvaTarArTs-Suite/automation/api_integrations/mistral_ai_api_quickstart.py,mistral_ai_api_quickstart.py,source1,2025-11-01T03:06:51.018257,2,5479,KEEP
edeec6482e877e54dae5210c91259e52,5479,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/automation/api_integrations/mistral_ai_api_quickstart copy.py,mistral_ai_api_quickstart copy.py,source1,2025-11-01T03:06:51.016989,,,DELETE
ee01c1586fa93177a97877f573a6459c,128,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Slack/__schema__/v2.3.0/channel/invite.json,invite.json,source1,2025-11-29T05:22:52.969743,6,640,KEEP
ee01c1586fa93177a97877f573a6459c,128,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Salesforce/__schema__/v1.0.0/contact/addToCampaign.json,addToCampaign.json,source1,2025-11-29T05:22:52.885559,,,DELETE
ee01c1586fa93177a97877f573a6459c,128,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Pipedrive/__schema__/v1.0.0/deal/delete.json,delete.json,source1,2025-11-29T05:22:52.786124,,,DELETE
ee01c1586fa93177a97877f573a6459c,128,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/NextCloud/__schema__/v1.0.0/folder/create.json,create.json,source1,2025-11-29T05:22:52.712216,,,DELETE
ee01c1586fa93177a97877f573a6459c,128,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Mailchimp/__schema__/v1.0.0/member/delete.json,delete.json,source1,2025-11-29T05:22:52.464029,,,DELETE
ee01c1586fa93177a97877f573a6459c,128,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/CloudStorage/__schema__/v1.0.0/object/delete.json,delete.json,source1,2025-11-29T05:22:52.245532,,,DELETE
ef45dc780e8800006ca2fdfc46acd6de,3916,/Users/steven/GitHub/mkdocs-material/src/plugins/tags/structure/tag/options.py,options.py,source1,2025-11-29T07:58:55.970463,2,3916,KEEP
ef45dc780e8800006ca2fdfc46acd6de,3916,/Users/steven/GitHub/mkdocs-material/material/plugins/tags/structure/tag/options.py,options.py,source1,2025-11-29T07:58:53.698406,,,DELETE
effb8b5c40909d09b6ad3ddf61d359a1,649,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Webflow/__schema__/v2.0.0/item/update.json,update.json,source1,2025-11-29T05:22:53.187697,3,1298,KEEP
